yes 76 44 0.98844606 ride motorcycle
yes 36 40 0.9870698 hold kite
yes 36 20 0.983564 hold cat
yes 87 70 0.98191863 sit_on toilet
yes 8 26 0.9764724 carry cup
yes 36 44 0.9705025 hold motorcycle
yes 8 12 0.9690393 carry book
yes 36 33 0.96853507 hold frisbee
yes 87 9 0.96419895 sit_on bicycle
yes 36 39 0.9629787 hold keyboard
yes 8 50 0.96169746 carry pizza
yes 76 34 0.95682406 ride giraffe
yes 36 22 0.9558512 hold chair
yes 36 76 0.95010793 hold umbrella
yes 76 9 0.9491414 ride bicycle
yes 36 17 0.9399136 hold cake
yes 40 6 0.93508196 hunt bear
yes 8 59 0.9348133 carry skis
yes 36 30 0.9337459 hold elephant
yes 36 42 0.9331117 hold laptop
yes 87 7 0.9326032 sit_on bed
yes 49 7 0.93058664 lie_on bed
yes 76 16 0.9253531 ride bus
yes 36 23 0.92159605 hold clock
yes 15 17 0.9211809 cut cake
yes 76 11 0.9192106 ride boat
yes 76 0 0.917295 ride airplane
yes 76 58 0.9131066 ride skateboard
yes 36 66 0.9114418 hold teddy_bear
yes 87 74 0.90572184 sit_on truck
yes 23 54 0.90555626 eat sandwich
yes 36 4 0.9043124 hold baseball_bat
yes 36 37 0.90332806 hold horse
yes 87 24 0.897071 sit_on couch
yes 36 78 0.8920004 hold wine_glass
yes 36 2 0.89146537 hold backpack
yes 36 62 0.8782616 hold sports_ball
yes 8 22 0.87485296 carry chair
yes 36 64 0.8744588 hold suitcase
yes 36 54 0.87327963 hold sandwich
yes 36 51 0.8694533 hold potted_plant
yes 87 73 0.86776954 sit_on train
yes 36 79 0.86749077 hold zebra
yes 49 24 0.86578655 lie_on couch
yes 36 1 0.862973 hold apple
yes 36 12 0.8594708 hold book
yes 36 50 0.8534275 hold pizza
yes 36 46 0.84111744 hold orange
yes 3 17 0.8384199 blow cake
yes 43 9 0.82584596 jump bicycle
yes 87 11 0.82240915 sit_on boat
yes 95 32 0.81603074 stick fork
yes 49 8 0.81096387 lie_on bench
yes 76 74 0.8091711 ride truck
yes 23 19 0.8081804 eat carrot
yes 98 28 0.8034375 straddle dog
yes 8 36 0.8027458 carry handbag
yes 36 49 0.79660326 hold person
yes 36 15 0.79546297 hold broccoli
yes 36 5 0.7935346 hold baseball_glove
yes 36 67 0.7863641 hold tennis_racket
yes 36 71 0.78565776 hold toothbrush
yes 73 42 0.77879053 read laptop
yes 36 36 0.7782297 hold handbag
yes 36 26 0.77648365 hold cup
yes 94 72 0.77441645 stand_under traffic_light
yes 15 19 0.76892394 cut carrot
new 36 6 0.76282376 hold bear
yes 36 77 0.7563609 hold vase
yes 36 14 0.7538519 hold bowl
yes 36 13 0.75053185 hold bottle
yes 9 33 0.74858755 catch frisbee
yes 87 44 0.7464181 sit_on motorcycle
yes 64 1 0.73945606 peel apple
yes 36 68 0.7376161 hold tie
yes 36 21 0.73450506 hold cell_phone
yes 49 22 0.7297892 lie_on chair
yes 36 10 0.7275655 hold bird
yes 36 65 0.7214987 hold surfboard
yes 36 52 0.71975094 hold refrigerator
yes 36 29 0.7117292 hold donut
yes 109 42 0.7107902 type_on laptop
yes 27 26 0.70799524 fill cup
yes 36 63 0.70600456 hold stop_sign
yes 76 60 0.705412 ride snowboard
yes 72 44 0.702509 race motorcycle
yes 17 0 0.70185643 direct airplane
yes 76 73 0.7013947 ride train
yes 36 19 0.6942402 hold carrot
yes 112 6 0.6889143 watch bear
yes 108 44 0.6864509 turn motorcycle
yes 14 38 0.6767898 cook hot_dog
yes 36 69 0.6767824 hold toaster
yes 23 3 0.67349327 eat banana
yes 36 38 0.672047 hold hot_dog
yes 36 3 0.65139574 hold banana
yes 36 53 0.6513838 hold remote
yes 87 16 0.63981384 sit_on bus
new 76 6 0.63555557 ride bear
yes 66 1 0.63055897 pick apple
new 8 77 0.62315667 carry vase
yes 8 66 0.6102496 carry teddy_bear
yes 85 78 0.60122585 sip wine_glass
yes 36 32 0.59434056 hold fork
yes 8 3 0.5923747 carry banana
yes 94 76 0.5647481 stand_under umbrella
yes 36 47 0.56404704 hold oven
yes 96 15 0.5630631 stir broccoli
yes 34 25 0.55953056 herd cow
yes 23 38 0.55575305 eat hot_dog
yes 111 18 0.5555614 wash car
yes 34 56 0.55512273 herd sheep
yes 93 58 0.55135316 stand_on skateboard
yes 48 61 0.54985356 lick spoon
yes 27 78 0.5462765 fill wine_glass
yes 43 58 0.5449671 jump skateboard
yes 4 16 0.5449646 board bus
yes 23 50 0.53774333 eat pizza
yes 41 8 0.5356715 inspect bench
yes 36 61 0.5352936 hold spoon
yes 99 67 0.5351427 swing tennis_racket
yes 36 41 0.52910775 hold knife
yes 15 50 0.5214452 cut pizza
yes 76 65 0.5204554 ride surfboard
yes 58 55 0.5184275 open scissors
yes 114 2 0.5160985 wear backpack
yes 46 25 0.51272625 lasso cow
yes 8 4 0.51228225 carry baseball_bat
yes 114 59 0.50474095 wear skis
yes 54 50 0.50377077 make pizza
new 8 69 0.49878433 carry toaster
yes 24 27 0.4892868 eat_at dining_table
yes 8 28 0.4886079 carry dog
yes 8 54 0.48509097 carry sandwich
new 43 74 0.48013288 jump truck
yes 41 31 0.47732612 inspect fire_hydrant
yes 43 60 0.47633517 jump snowboard
yes 36 45 0.47307318 hold mouse
yes 55 25 0.46304086 milk cow
yes 78 37 0.44608316 run horse
yes 43 65 0.44269103 jump surfboard
new 36 43 0.44014728 hold microwave
new 27 14 0.43782577 fill bowl
yes 104 33 0.43553188 throw frisbee
yes 50 32 0.43497398 lift fork
yes 99 4 0.4326522 swing baseball_bat
yes 39 66 0.43068925 hug teddy_bear
yes 44 62 0.4261546 kick sports_ball
yes 112 30 0.42545137 watch elephant
yes 36 35 0.42154998 hold hair_drier
yes 10 10 0.41954023 chase bird
yes 10 20 0.41954023 chase cat
yes 16 55 0.4156043 cut_with scissors
yes 2 33 0.41486585 block frisbee
yes 8 29 0.41356674 carry donut
yes 20 13 0.41138163 drink_with bottle
yes 112 34 0.39860806 watch giraffe
new 76 79 0.3872786 ride zebra
yes 41 9 0.38437232 inspect bicycle
yes 98 9 0.38399363 straddle bicycle
yes 39 20 0.38216254 hug cat
yes 73 21 0.3821073 read cell_phone
yes 58 12 0.3810695 open book
yes 102 49 0.375824 teach person
yes 8 2 0.37427598 carry backpack
yes 14 19 0.37209538 cook carrot
yes 11 48 0.36605376 check parking_meter
yes 4 73 0.36541805 board train
yes 106 78 0.36510822 toast wine_glass
yes 51 17 0.35910654 light cake
yes 41 44 0.3562388 inspect motorcycle
yes 110 30 0.3536696 walk elephant
yes 35 62 0.35165817 hit sports_ball
new 93 24 0.34908876 stand_on couch
yes 114 60 0.34852293 wear snowboard
yes 26 56 0.34389782 feed sheep
yes 12 70 0.34102565 clean toilet
yes 111 37 0.33920723 wash horse
yes 8 21 0.33775347 carry cell_phone
yes 26 34 0.33756867 feed giraffe
yes 63 48 0.32857144 pay parking_meter
yes 83 56 0.32633924 shear sheep
yes 65 28 0.32550478 pet dog
yes 47 11 0.32129303 launch boat
yes 38 18 0.32107124 hose car
new 93 69 0.31975308 stand_on toaster
yes 80 20 0.31883696 scratch cat
yes 36 55 0.3170807 hold scissors
yes 41 1 0.31582227 inspect apple
yes 111 11 0.31322056 wash boat
yes 88 50 0.30769232 slide pizza
new 34 6 0.3062745 herd bear
yes 16 41 0.30373022 cut_with knife
yes 8 13 0.30193827 carry bottle
yes 93 60 0.30083752 stand_on snowboard
new 91 19 0.30029154 squeeze carrot
yes 30 40 0.29910597 fly kite
yes 39 28 0.29778862 hug dog
yes 110 25 0.29778016 walk cow
yes 38 51 0.29602358 hose potted_plant
yes 82 23 0.29375 set clock
yes 8 76 0.2932103 carry umbrella
yes 112 75 0.2927731 watch tv
new 6 61 0.28866267 brush_with spoon
yes 77 11 0.2884532 row boat
yes 23 46 0.2875495 eat orange
yes 8 40 0.28484547 carry kite
yes 41 47 0.28383458 inspect oven
yes 54 77 0.2834612 make vase
yes 62 44 0.28141522 park motorcycle
yes 38 28 0.27957276 hose dog
yes 80 28 0.2769215 scratch dog
yes 54 54 0.27450982 make sandwich
yes 19 62 0.2676051 dribble sports_ball
yes 28 58 0.2655582 flip skateboard
yes 98 37 0.26332802 straddle horse
yes 18 64 0.26163894 drag suitcase
new 8 14 0.25944996 carry bowl
yes 101 21 0.25874588 talk_on cell_phone
yes 85 61 0.25694352 sip spoon
yes 70 40 0.25335684 pull kite
yes 75 57 0.24528302 repair sink
yes 89 26 0.24358974 smell cup
yes 59 43 0.24314025 operate microwave
yes 8 38 0.24122623 carry hot_dog
new 76 28 0.23955436 ride dog
yes 111 74 0.23918368 wash truck
yes 107 37 0.23822217 train horse
yes 14 50 0.23584667 cook pizza
yes 49 65 0.23550212 lie_on surfboard
yes 15 1 0.23509514 cut apple
yes 111 28 0.23324743 wash dog
yes 65 20 0.23301625 pet cat
yes 58 31 0.23157895 open fire_hydrant
yes 39 49 0.23044394 hug person
yes 26 79 0.23020187 feed zebra
yes 39 37 0.2260297 hug horse
new 36 75 0.22126125 hold tv
yes 26 10 0.21972495 feed bird
yes 103 21 0.21544555 text_on cell_phone
yes 54 29 0.21285991 make donut
yes 67 29 0.21136521 pick_up donut
yes 95 41 0.21022822 stick knife
yes 111 57 0.20306122 wash sink
yes 110 28 0.20074455 walk dog
yes 96 19 0.20022063 stir carrot
yes 45 34 0.19675045 kiss giraffe
yes 98 44 0.19577327 straddle motorcycle
yes 2 62 0.19315477 block sports_ball
yes 69 13 0.19032177 pour bottle
yes 43 59 0.19024757 jump skis
new 8 5 0.18678337 carry baseball_glove
yes 67 17 0.18472442 pick_up cake
yes 37 30 0.18463898 hop_on elephant
yes 5 4 0.18463276 break baseball_bat
new 8 48 0.18318224 carry parking_meter
yes 41 18 0.18254152 inspect car
yes 26 6 0.1775 feed bear
yes 110 37 0.17398137 walk horse
yes 23 17 0.172009 eat cake
yes 56 52 0.17105263 move refrigerator
yes 52 0 0.16881189 load airplane
yes 75 23 0.1658805 repair clock
yes 110 9 0.16467066 walk bicycle
yes 52 74 0.15841584 load truck
new 115 55 0.15472972 wield scissors
yes 30 0 0.1543064 fly airplane
yes 94 63 0.15428571 stand_under stop_sign
new 27 77 0.15134838 fill vase
yes 104 62 0.15119511 throw sports_ball
yes 65 34 0.14830829 pet giraffe
yes 48 32 0.14710042 lick fork
yes 111 16 0.14591837 wash bus
yes 8 62 0.14365384 carry sports_ball
yes 69 26 0.14215025 pour cup
yes 8 19 0.13964185 carry carrot
new 36 48 0.13951871 hold parking_meter
yes 90 33 0.1364994 spin frisbee
new 93 8 0.13459355 stand_on bench
yes 111 30 0.134312 wash elephant
yes 39 56 0.13416915 hug sheep
new 115 32 0.13287982 wield fork
yes 8 65 0.13218975 carry surfboard
new 14 15 0.13059877 cook broccoli
new 46 6 0.12941177 lasso bear
yes 60 64 0.12588653 pack suitcase
yes 111 73 0.12474937 wash train
yes 105 11 0.12399488 tie boat
new 8 53 0.12380071 carry remote
yes 75 9 0.12256242 repair bicycle
yes 45 28 0.121057466 kiss dog
new 93 64 0.12009456 stand_on suitcase
yes 59 47 0.118421055 operate oven
yes 41 40 0.11692934 inspect kite
new 95 61 0.11349255 stick spoon
new 87 64 0.113437556 sit_on suitcase
yes 39 30 0.11309886 hug elephant
yes 4 0 0.11278153 board airplane
new 23 61 0.112676054 eat spoon
yes 47 40 0.10994388 launch kite
yes 33 37 0.10899384 groom horse
yes 65 30 0.10865067 pet elephant
yes 81 62 0.10654612 serve sports_ball
yes 41 74 0.10633504 inspect truck
new 92 20 0.10632911 stab cat
yes 75 47 0.10402185 repair oven
new 8 42 0.10264952 carry laptop
yes 12 57 0.102564104 clean sink
yes 71 9 0.10164377 push bicycle
new 93 7 0.10119475 stand_on bed
yes 26 37 0.09816523 feed horse
yes 9 62 0.09770494 catch sports_ball
new 8 35 0.09767257 carry hair_drier
new 85 14 0.096023455 sip bowl
new 85 13 0.095584005 sip bottle
yes 41 0 0.09469866 inspect airplane
yes 52 16 0.09251238 load bus
yes 66 3 0.09074009 pick banana
yes 0 68 0.09073679 adjust tie
yes 111 0 0.090535715 wash airplane
new 34 10 0.090207346 herd bird
yes 70 68 0.0901694 pull tie
yes 7 1 0.08803987 buy apple
new 68 21 0.08516129 point cell_phone
yes 45 20 0.085098386 kiss cat
yes 65 25 0.08449022 pet cow
new 16 32 0.08432807 cut_with fork
yes 15 46 0.08432602 cut orange
new 46 28 0.0839903 lasso dog
new 69 78 0.083561175 pour wine_glass
new 93 27 0.083425164 stand_on dining_table
yes 25 0 0.08335396 exit airplane
yes 74 10 0.083333336 release bird
new 85 77 0.08329947 sip vase
yes 15 54 0.08317503 cut sandwich
new 75 43 0.08313679 repair microwave
yes 58 43 0.08295455 open microwave
new 54 19 0.08293317 make carrot
new 43 77 0.08129424 jump vase
new 8 10 0.079906434 carry bird
yes 67 50 0.079470746 pick_up pizza
yes 26 28 0.07483432 feed dog
new 39 6 0.07450382 hug bear
yes 65 79 0.0743504 pet zebra
new 34 28 0.07297352 herd dog
new 111 6 0.07171428 wash bear
new 38 6 0.06969072 hose bear
new 48 71 0.06913013 lick toothbrush
new 43 25 0.068783544 jump cow
new 65 6 0.068402365 pet bear
yes 64 46 0.06838106 peel orange
yes 107 28 0.066704094 train dog
new 8 23 0.06610139 carry clock
new 48 19 0.06516468 lick carrot
yes 110 56 0.064957894 walk sheep
new 8 41 0.064890966 carry knife
yes 58 52 0.0645933 open refrigerator
new 8 47 0.06437867 carry oven
new 41 5 0.064375 inspect baseball_glove
yes 54 17 0.064230844 make cake
yes 37 9 0.06393367 hop_on bicycle
yes 52 18 0.061780717 load car
yes 32 58 0.061398122 grind skateboard
yes 21 18 0.060173497 drive car
new 98 6 0.05993808 straddle bear
new 46 56 0.0597325 lasso sheep
yes 41 46 0.059472498 inspect orange
new 83 6 0.05940594 shear bear
new 89 14 0.059269164 smell bowl
new 45 6 0.059009902 kiss bear
yes 21 16 0.05682174 drive bus
new 67 54 0.056687716 pick_up sandwich
new 8 74 0.05662186 carry truck
yes 7 3 0.055818353 buy banana
new 8 6 0.055667397 carry bear
yes 75 74 0.055435758 repair truck
new 13 53 0.054980274 control remote
new 43 64 0.054626424 jump suitcase
yes 62 18 0.05429104 park car
new 87 60 0.05407675 sit_on snowboard
yes 25 11 0.05295727 exit boat
yes 58 2 0.05274064 open backpack
new 115 71 0.05233135 wield toothbrush
yes 48 41 0.052179355 lick knife
new 54 15 0.05182073 make broccoli
new 8 78 0.051464945 carry wine_glass
new 8 20 0.05121458 carry cat
new 87 18 0.051073242 sit_on car
yes 111 9 0.049914457 wash bicycle
yes 111 70 0.049761906 wash toilet
new 23 32 0.049391184 eat fork
new 16 38 0.048167635 cut_with hot_dog
yes 41 62 0.04815175 inspect sports_ball
yes 1 40 0.048084084 assemble kite
yes 65 56 0.046514362 pet sheep
yes 4 11 0.046368737 board boat
new 36 34 0.045964096 hold giraffe
yes 26 30 0.04584794 feed elephant
yes 45 49 0.04578174 kiss person
new 95 71 0.045678053 stick toothbrush
new 67 38 0.045673076 pick_up hot_dog
yes 26 25 0.045372598 feed cow
new 43 79 0.04509606 jump zebra
new 24 57 0.044973545 eat_at sink
new 43 28 0.04478542 jump dog
new 36 57 0.044466082 hold sink
yes 64 3 0.044112694 peel banana
yes 67 59 0.04401365 pick_up skis
new 23 35 0.04392666 eat hair_drier
new 98 56 0.043487176 straddle sheep
new 34 79 0.043052003 herd zebra
new 67 48 0.041758243 pick_up parking_meter
new 39 35 0.04129077 hug hair_drier
new 8 55 0.04068839 carry scissors
new 38 56 0.040486105 hose sheep
yes 41 3 0.040208135 inspect banana
yes 75 42 0.039658695 repair laptop
new 34 30 0.039035246 herd elephant
yes 82 76 0.038985506 set umbrella
yes 41 28 0.03794643 inspect dog
yes 93 11 0.037853315 stand_on boat
new 38 74 0.037113402 hose truck
yes 48 13 0.036694665 lick bottle
yes 58 42 0.036653157 open laptop
yes 17 74 0.03649222 direct truck
new 28 48 0.035783634 flip parking_meter
new 35 33 0.035612114 hit frisbee
new 34 37 0.035157654 herd horse
yes 33 28 0.034766395 groom dog
yes 58 64 0.034622826 open suitcase
yes 4 18 0.033974934 board car
new 59 78 0.033972126 operate wine_glass
yes 59 69 0.03387534 operate toaster
new 83 28 0.033785854 shear dog
new 11 63 0.033663366 check stop_sign
new 13 35 0.03263403 control hair_drier
new 16 29 0.03255142 cut_with donut
new 107 6 0.032475248 train bear
yes 65 37 0.032273445 pet horse
new 41 43 0.032087054 inspect microwave
new 54 51 0.031512607 make potted_plant
yes 75 75 0.03126156 repair tv
yes 7 46 0.031198686 buy orange
new 39 24 0.031099802 hug couch
new 98 25 0.030721601 straddle cow
new 40 28 0.030674329 hunt dog
new 41 77 0.030667702 inspect vase
yes 41 26 0.029723749 inspect cup
new 8 33 0.029716948 carry frisbee
new 87 79 0.029639026 sit_on zebra
new 43 16 0.029381229 jump bus
new 16 61 0.029231995 cut_with spoon
yes 75 72 0.029226786 repair traffic_light
new 8 1 0.029006157 carry apple
new 15 41 0.028944619 cut knife
new 54 47 0.027863776 make oven
new 111 25 0.027781593 wash cow
yes 41 65 0.027715774 inspect surfboard
yes 93 65 0.02714947 stand_on surfboard
new 40 30 0.026853062 hunt elephant
yes 41 11 0.026717184 inspect boat
yes 78 28 0.026451439 run dog
new 111 77 0.026397515 wash vase
new 54 46 0.02625648 make orange
new 39 22 0.025995461 hug chair
new 87 27 0.025900431 sit_on dining_table
yes 97 72 0.025882352 stop_at traffic_light
new 34 20 0.025812857 herd cat
yes 37 37 0.02578191 hop_on horse
yes 67 58 0.025762249 pick_up skateboard
new 48 26 0.025556402 lick cup
new 41 52 0.025140977 inspect refrigerator
yes 21 74 0.024979115 drive truck
new 54 32 0.024609843 make fork
yes 12 47 0.024291499 clean oven
new 8 71 0.024030948 carry toothbrush
new 39 5 0.023969466 hug baseball_glove
yes 92 49 0.023714993 stab person
new 89 17 0.02366448 smell cake
yes 93 59 0.02360215 stand_on skis
new 99 71 0.02344793 swing toothbrush
yes 15 15 0.023160173 cut broccoli
yes 67 64 0.023015548 pick_up suitcase
yes 105 68 0.02292769 tie tie
new 52 69 0.022552256 load toaster
new 40 56 0.022147432 hunt sheep
new 75 39 0.022143606 repair keyboard
yes 15 3 0.021974714 cut banana
yes 110 44 0.021969998 walk motorcycle
yes 26 20 0.0215868 feed cat
new 8 68 0.021580817 carry tie
new 50 61 0.02154101 lift spoon
yes 41 59 0.02124136 inspect skis
new 8 61 0.02123463 carry spoon
new 54 3 0.021166082 make banana
yes 58 13 0.021111589 open bottle
new 39 79 0.020909393 hug zebra
yes 15 38 0.02062937 cut hot_dog
yes 111 56 0.020577105 wash sheep
yes 39 25 0.020551967 hug cow
new 91 15 0.020408163 squeeze broccoli
yes 58 47 0.020334927 open oven
new 8 57 0.020318849 carry sink
new 34 34 0.0202363 herd giraffe
new 58 36 0.020087976 open handbag
new 5 33 0.019892473 break frisbee
yes 72 37 0.019688645 race horse
new 93 73 0.01954191 stand_on train
new 39 53 0.01952437 hug remote
yes 32 60 0.018906413 grind snowboard
new 12 14 0.018853696 clean bowl
yes 21 73 0.018313328 drive train
new 110 6 0.018271605 walk bear
new 20 14 0.01826074 drink_with bowl
yes 38 30 0.018215166 hose elephant
yes 31 49 0.017980082 greet person
new 58 69 0.017676767 open toaster
new 28 60 0.017612334 flip snowboard
new 43 22 0.017417418 jump chair
new 15 29 0.017280918 cut donut
yes 48 14 0.017278198 lick bowl
new 5 67 0.017260274 break tennis_racket
new 93 18 0.017240673 stand_on car
new 13 69 0.017094018 control toaster
yes 65 10 0.017071346 pet bird
new 39 70 0.017048346 hug toilet
yes 41 2 0.016576944 inspect backpack
yes 104 4 0.016495157 throw baseball_bat
new 111 69 0.016269842 wash toaster
new 41 73 0.015938284 inspect train
new 112 28 0.015699558 watch dog
yes 66 46 0.015527324 pick orange
new 12 69 0.014957265 clean toaster
yes 41 13 0.0148738995 inspect bottle
new 111 47 0.014661654 wash oven
yes 12 52 0.01417004 clean refrigerator
new 43 56 0.014138303 jump sheep
yes 71 44 0.014108511 push motorcycle
yes 111 65 0.013988095 wash surfboard
new 43 31 0.013953488 jump fire_hydrant
yes 25 73 0.013896126 exit train
yes 67 62 0.013805747 pick_up sports_ball
new 61 72 0.01372549 paint traffic_light
new 43 8 0.013581989 jump bench
new 27 13 0.013438119 fill bottle
yes 45 66 0.013344813 kiss teddy_bear
new 112 25 0.013241759 watch cow
new 38 25 0.013233545 hose cow
new 25 74 0.013201321 exit truck
new 39 48 0.01308615 hug parking_meter
new 39 2 0.012993938 hug backpack
new 38 20 0.012919222 hose cat
new 40 25 0.012846785 hunt cow
yes 13 75 0.012820513 control tv
yes 75 76 0.012687996 repair umbrella
new 69 77 0.012585812 pour vase
yes 99 53 0.012580877 swing remote
new 59 14 0.012434242 operate bowl
yes 111 46 0.012397373 wash orange
new 67 23 0.012219551 pick_up clock
new 54 69 0.01198257 make toaster
new 67 14 0.011877828 pick_up bowl
new 41 22 0.011743886 inspect chair
new 28 67 0.011703684 flip tennis_racket
new 98 34 0.011590061 straddle giraffe
yes 52 73 0.011551155 load train
yes 111 15 0.011394558 wash broccoli
yes 75 48 0.011320755 repair parking_meter
new 48 15 0.0113154175 lick broccoli
new 60 36 0.011290323 pack handbag
new 8 63 0.011232677 carry stop_sign
yes 25 16 0.011227015 exit bus
new 54 5 0.011176471 make baseball_glove
new 53 63 0.011111111 lose stop_sign
new 85 32 0.011062369 sip fork
yes 79 11 0.011051763 sail boat
new 13 39 0.011039886 control keyboard
yes 12 27 0.010966307 clean dining_table
new 41 69 0.010912699 inspect toaster
new 69 14 0.010835913 pour bowl
new 67 46 0.010831123 pick_up orange
new 13 57 0.010378511 control sink
new 7 47 0.010338346 buy oven
yes 111 14 0.01022409 wash bowl
new 7 19 0.010204081 buy carrot
new 41 76 0.010196688 inspect umbrella
new 18 69 0.00990099 drag toaster
new 41 10 0.009877874 inspect bird
new 111 43 0.009821429 wash microwave
new 56 75 0.009803922 move tv
yes 45 56 0.009638712 kiss sheep
yes 12 43 0.009615385 clean microwave
new 8 46 0.009557584 carry orange
yes 45 25 0.009520182 kiss cow
new 87 25 0.0091435425 sit_on cow
new 54 26 0.009049774 make cup
new 67 5 0.009038461 pick_up baseball_glove
yes 48 49 0.008771982 lick person
yes 111 44 0.008730159 wash motorcycle
new 65 66 0.00866135 pet teddy_bear
yes 90 62 0.0084306095 spin sports_ball
new 46 34 0.008295626 lasso giraffe
new 55 56 0.008278145 milk sheep
new 46 20 0.008190618 lasso cat
new 11 72 0.008153756 check traffic_light
new 39 52 0.008035355 hug refrigerator
new 48 29 0.00802783 lick donut
new 83 20 0.008021056 shear cat
new 87 28 0.00795756 sit_on dog
new 75 52 0.007944389 repair refrigerator
new 80 56 0.0078683365 scratch sheep
yes 75 69 0.007861636 repair toaster
new 46 37 0.0077928607 lasso horse
new 111 79 0.0077639753 wash zebra
new 41 29 0.007681789 inspect donut
yes 58 70 0.007575758 open toilet
new 38 34 0.0075337035 hose giraffe
new 39 13 0.007488875 hug bottle
new 54 31 0.00748194 make fire_hydrant
yes 39 64 0.007471171 hug suitcase
yes 89 19 0.0074211503 smell carrot
new 67 1 0.0073792487 pick_up apple
new 111 64 0.0073708207 wash suitcase
new 41 72 0.007352941 inspect traffic_light
new 41 48 0.0072704083 inspect parking_meter
new 39 36 0.0072642206 hug handbag
new 49 60 0.007264043 lie_on snowboard
new 99 33 0.0071852077 swing frisbee
new 54 1 0.0071819425 make apple
new 33 25 0.0071603926 groom cow
new 67 79 0.0071070236 pick_up zebra
new 107 56 0.0070159333 train sheep
new 44 33 0.0068957456 kick frisbee
new 12 77 0.006688963 clean vase
new 39 73 0.0066291685 hug train
new 13 21 0.0065811966 control cell_phone
new 9 13 0.0064663826 catch bottle
yes 12 39 0.0064102565 clean keyboard
new 39 10 0.0064051943 hug bird
new 41 14 0.006390056 inspect bowl
yes 41 16 0.0063775512 inspect bus
yes 75 11 0.006330685 repair boat
new 67 41 0.0062997346 pick_up knife
new 78 25 0.006283738 run cow
new 48 17 0.0062263957 lick cake
new 68 45 0.006203474 point mouse
new 67 13 0.006197594 pick_up bottle
new 89 46 0.0060083596 smell orange
yes 111 20 0.0058770343 wash cat
yes 89 50 0.0058275056 smell pizza
new 28 65 0.00537448 flip surfboard
new 87 56 0.0053401724 sit_on sheep
new 54 62 0.005264363 make sports_ball
new 78 6 0.005263158 run bear
new 41 20 0.005198915 inspect cat
yes 7 29 0.005148005 buy donut
new 107 25 0.0051408987 train cow
new 87 6 0.0050928383 sit_on bear
new 39 57 0.0050890585 hug sink
new 41 66 0.0049818843 inspect teddy_bear
new 39 74 0.004870956 hug truck
yes 53 76 0.004830918 lose umbrella
new 13 43 0.0048076925 control microwave
new 100 25 0.0048076925 tag cow
new 37 25 0.004715237 hop_on cow
new 54 61 0.0046948357 make spoon
new 39 41 0.0046503465 hug knife
new 67 33 0.00460091 pick_up frisbee
new 111 8 0.0044728434 wash bench
new 41 38 0.004464286 inspect hot_dog
new 108 9 0.00441098 turn bicycle
yes 45 37 0.0043520834 kiss horse
new 54 27 0.0042132554 make dining_table
new 66 15 0.0041771093 pick broccoli
new 99 41 0.0041357824 swing knife
new 72 9 0.0040947516 race bicycle
new 28 59 0.0040400876 flip skis
new 55 37 0.003949176 milk horse
new 8 32 0.0039297994 carry fork
new 61 14 0.003921569 paint bowl
new 111 2 0.0038865546 wash backpack
new 39 68 0.0038773778 hug tie
new 37 6 0.0038461538 hop_on bear
new 41 51 0.0038265307 inspect potted_plant
